CMDLINE /home/shussain/miniconda3/bin/python3 timing.py 20
MEM 1.937500 1630188594.6455
MEM 15.234375 1630188594.7461
MEM 22.730469 1630188594.8466
MEM 29.308594 1630188594.9470
MEM 34.679688 1630188595.0475
MEM 39.386719 1630188595.1479
MEM 62.144531 1630188595.2484
MEM 236.199219 1630188595.3488
MEM 418.542969 1630188595.4492
MEM 602.691406 1630188595.5496
MEM 789.371094 1630188595.6501
MEM 870.621094 1630188595.7505
MEM 890.632812 1630188595.8511
MEM 916.019531 1630188595.9515
MEM 959.820312 1630188596.0519
MEM 971.863281 1630188596.1523
MEM 981.984375 1630188596.2527
MEM 988.699219 1630188596.3532
MEM 992.414062 1630188596.4538
MEM 1005.167969 1630188596.5543
MEM 1016.375000 1630188596.6548
MEM 1020.816406 1630188596.7553
MEM 1024.378906 1630188596.8557
MEM 1027.566406 1630188596.9561
MEM 1027.820312 1630188597.0565
MEM 1033.949219 1630188597.1570
MEM 1036.667969 1630188597.2576
MEM 1042.320312 1630188597.3582
MEM 1047.742188 1630188597.4587
MEM 1056.949219 1630188597.5592
MEM 1064.832031 1630188597.6596
MEM 1068.949219 1630188597.7602
MEM 1071.902344 1630188597.8608
MEM 1078.757812 1630188597.9613
MEM 1082.070312 1630188598.0617
MEM 1087.808594 1630188598.1622
MEM 1089.734375 1630188598.2627
MEM 1092.375000 1630188598.3631
MEM 1093.488281 1630188598.4635
MEM 1096.593750 1630188598.5640
MEM 1102.500000 1630188598.6645
MEM 1102.570312 1630188598.7651
MEM 1109.445312 1630188598.8656
MEM 1114.675781 1630188598.9661
MEM 1123.273438 1630188599.0666
MEM 1130.039062 1630188599.1671
MEM 1164.179688 1630188599.2677
MEM 1198.695312 1630188599.3683
MEM 1237.593750 1630188599.4688
MEM 1244.855469 1630188599.5693
MEM 1250.562500 1630188599.6698
MEM 1252.722656 1630188599.7704
MEM 1252.722656 1630188599.8710
MEM 1259.472656 1630188599.9716
MEM 1264.546875 1630188600.0721
MEM 1269.652344 1630188600.1725
MEM 1275.023438 1630188600.2730
MEM 1281.031250 1630188600.3735
MEM 1286.773438 1630188600.4740
MEM 1296.082031 1630188600.5745
MEM 1298.710938 1630188600.6751
MEM 1298.710938 1630188600.7758
MEM 1299.656250 1630188600.8763
MEM 1305.570312 1630188600.9768
MEM 1311.597656 1630188601.0773
MEM 1316.859375 1630188601.1778
MEM 1322.875000 1630188601.2783
MEM 1324.792969 1630188601.3788
MEM 1330.035156 1630188601.4792
MEM 1333.269531 1630188601.5798
MEM 1349.113281 1630188601.6803
MEM 1384.410156 1630188601.7809
MEM 1396.746094 1630188601.8814
MEM 1394.339844 1630188601.9820
MEM 1510.347656 1630188602.0827
MEM 1618.261719 1630188602.1833
MEM 1679.175781 1630188602.2839
MEM 1694.660156 1630188602.3845
MEM 1745.285156 1630188602.4851
MEM 1799.945312 1630188602.5856
MEM 1848.003906 1630188602.6863
MEM 1895.144531 1630188602.7868
MEM 1940.140625 1630188602.8874
MEM 1995.496094 1630188602.9881
MEM 2039.421875 1630188603.0887
MEM 2075.960938 1630188603.1893
MEM 2119.710938 1630188603.2899
MEM 2178.894531 1630188603.3905
MEM 2226.000000 1630188603.4911
MEM 2258.261719 1630188603.5917
MEM 2308.042969 1630188603.6923
MEM 2364.742188 1630188603.7929
MEM 2395.300781 1630188603.8936
MEM 2444.062500 1630188603.9942
MEM 2484.035156 1630188604.0948
MEM 2532.640625 1630188604.1954
MEM 2598.808594 1630188604.2960
MEM 2624.750000 1630188604.3966
MEM 2659.210938 1630188604.4972
MEM 2703.476562 1630188604.5978
MEM 2748.312500 1630188604.6984
MEM 2794.492188 1630188604.7990
MEM 2835.238281 1630188604.8997
MEM 2884.953125 1630188605.0003
MEM 2934.632812 1630188605.1009
MEM 2983.816406 1630188605.2015
MEM 3045.222656 1630188605.3021
MEM 3074.980469 1630188605.4027
MEM 3119.382812 1630188605.5033
MEM 3116.285156 1630188605.6039
MEM 3071.398438 1630188605.7045
MEM 3096.960938 1630188605.8051
MEM 3062.718750 1630188605.9056
MEM 3062.718750 1630188606.0060
MEM 3062.718750 1630188606.1065
MEM 3062.718750 1630188606.2069
MEM 3062.718750 1630188606.3073
MEM 3062.718750 1630188606.4077
MEM 3063.714844 1630188606.5081
MEM 3063.714844 1630188606.6085
MEM 3063.714844 1630188606.7090
MEM 3063.714844 1630188606.8094
MEM 3063.714844 1630188606.9098
MEM 3063.714844 1630188607.0102
MEM 3063.714844 1630188607.1106
MEM 3063.714844 1630188607.2110
MEM 3063.714844 1630188607.3115
MEM 3063.714844 1630188607.4119
MEM 3064.156250 1630188607.5123
MEM 3064.156250 1630188607.6127
MEM 3064.156250 1630188607.7131
MEM 3064.156250 1630188607.8136
MEM 3064.156250 1630188607.9140
MEM 3064.156250 1630188608.0144
MEM 3064.156250 1630188608.1148
MEM 3064.156250 1630188608.2152
MEM 3064.156250 1630188608.3156
MEM 3064.156250 1630188608.4160
MEM 3064.156250 1630188608.5164
MEM 3064.156250 1630188608.6169
MEM 3064.156250 1630188608.7173
MEM 3064.156250 1630188608.8177
MEM 3064.156250 1630188608.9181
MEM 3064.156250 1630188609.0185
MEM 3064.156250 1630188609.1189
MEM 3064.156250 1630188609.2194
MEM 3064.156250 1630188609.3198
MEM 3064.156250 1630188609.4202
MEM 3064.156250 1630188609.5206
MEM 3064.156250 1630188609.6210
MEM 3064.156250 1630188609.7215
MEM 3064.156250 1630188609.8219
MEM 3064.156250 1630188609.9223
MEM 3064.156250 1630188610.0228
MEM 3064.156250 1630188610.1232
MEM 3064.156250 1630188610.2236
MEM 3064.156250 1630188610.3240
MEM 3064.156250 1630188610.4244
MEM 3064.156250 1630188610.5248
MEM 3064.156250 1630188610.6252
MEM 3064.156250 1630188610.7257
MEM 3064.156250 1630188610.8261
MEM 3064.156250 1630188610.9265
MEM 3064.156250 1630188611.0269
MEM 3064.156250 1630188611.1273
MEM 3064.156250 1630188611.2277
MEM 3064.156250 1630188611.3281
MEM 3064.156250 1630188611.4286
MEM 3064.156250 1630188611.5290
MEM 3064.156250 1630188611.6294
MEM 3064.156250 1630188611.7298
MEM 3064.156250 1630188611.8302
MEM 3064.156250 1630188611.9306
MEM 3064.156250 1630188612.0310
MEM 3064.156250 1630188612.1314
MEM 3064.156250 1630188612.2319
MEM 3064.156250 1630188612.3323
MEM 3064.156250 1630188612.4327
MEM 3064.156250 1630188612.5331
MEM 3064.156250 1630188612.6335
MEM 3064.156250 1630188612.7339
MEM 3064.156250 1630188612.8343
MEM 3064.156250 1630188612.9347
MEM 3064.156250 1630188613.0351
MEM 3064.156250 1630188613.1355
MEM 3064.156250 1630188613.2360
MEM 3064.156250 1630188613.3364
MEM 3064.156250 1630188613.4368
MEM 3064.156250 1630188613.5372
MEM 3064.156250 1630188613.6376
MEM 3064.156250 1630188613.7380
MEM 3064.156250 1630188613.8385
MEM 3064.156250 1630188613.9389
MEM 3064.156250 1630188614.0393
MEM 3064.156250 1630188614.1397
MEM 3064.156250 1630188614.2401
MEM 3064.156250 1630188614.3405
MEM 3064.156250 1630188614.4410
MEM 3064.156250 1630188614.5414
MEM 3064.156250 1630188614.6418
MEM 3064.156250 1630188614.7422
MEM 3064.156250 1630188614.8426
MEM 3064.156250 1630188614.9430
MEM 3064.156250 1630188615.0434
MEM 3064.156250 1630188615.1439
MEM 3064.156250 1630188615.2443
MEM 3064.156250 1630188615.3447
MEM 3064.156250 1630188615.4451
MEM 3064.156250 1630188615.5456
MEM 3064.156250 1630188615.6460
MEM 3064.156250 1630188615.7464
MEM 3064.156250 1630188615.8468
MEM 3064.156250 1630188615.9472
MEM 3064.156250 1630188616.0476
MEM 3064.156250 1630188616.1480
MEM 3064.156250 1630188616.2484
MEM 3064.156250 1630188616.3488
MEM 3064.156250 1630188616.4493
MEM 3064.156250 1630188616.5497
MEM 3064.156250 1630188616.6501
MEM 3064.156250 1630188616.7505
MEM 3064.156250 1630188616.8509
MEM 3064.156250 1630188616.9513
MEM 3064.156250 1630188617.0518
MEM 3064.156250 1630188617.1522
MEM 3064.156250 1630188617.2526
MEM 3064.156250 1630188617.3530
MEM 3064.156250 1630188617.4534
MEM 3064.156250 1630188617.5538
MEM 3064.156250 1630188617.6542
MEM 3064.156250 1630188617.7546
MEM 3064.156250 1630188617.8551
MEM 3064.156250 1630188617.9555
MEM 3114.570312 1630188618.0559
MEM 3116.804688 1630188618.1563
MEM 3116.804688 1630188618.2567
MEM 3117.574219 1630188618.3572
MEM 3117.574219 1630188618.4576
MEM 3117.574219 1630188618.5580
MEM 3117.574219 1630188618.6584
MEM 3117.574219 1630188618.7588
MEM 3117.574219 1630188618.8592
MEM 3117.574219 1630188618.9596
MEM 3117.574219 1630188619.0600
MEM 3117.574219 1630188619.1605
MEM 3117.574219 1630188619.2609
MEM 3117.574219 1630188619.3613
MEM 3117.574219 1630188619.4617
MEM 3117.574219 1630188619.5621
MEM 3117.574219 1630188619.6625
